sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap
Sunflower,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,11,Father of the Bride,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
M79,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,12,Vampire Weekend,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Pravda,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,13,Only God Was Above Us,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Run,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,14,Contra,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Diplomat's Son,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,15,Contra,New York,Oct 6,New York 2,19500,0,1,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Capricorn,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,17,Only God Was Above Us,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Cousins,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,18,Contra,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
A-Punk,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,19,Vampire Weekend,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Cocaine Cowboys,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,20,Other,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Prep-School Gangsters,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,21,Only God Was Above Us,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Horchata,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,22,Contra,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Mary Boone,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,23,Only God Was Above Us,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Hannah Hunt,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,24,Modern Vampires of the City,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Harmony Hall,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,25,Father of the Bride,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Worship You,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,36,Modern Vampires of the City,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Ya Hey,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,37,Modern Vampires of the City,New York,Oct 6,New York 2,19500,0,0,New York,-73.9934387,40.7505045,NA,0.42,0.56,"Madison Square Garden, New York, NY, USA",0.56
Mansard Roof,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,1,Vampire Weekend,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Holiday,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,2,Contra,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
One (Blake's Got a New Face),Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,3,Vampire Weekend,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Ice Cream Piano,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,4,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Classical,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,5,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Connect,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,6,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
White Sky,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,7,Contra,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Step,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,8,Modern Vampires of the City,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
This Life,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,9,Father of the Bride,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Sympathy,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,10,Father of the Bride,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
New Dorp. New York,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,11,Other,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
The Surfer,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,12,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Bambina,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,13,Father of the Bride,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Giving Up the Gun,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,14,Contra,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Oxford Comma,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,15,Vampire Weekend,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Capricorn,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,16,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Gen-X Cops,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,17,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Diane Young,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,18,Modern Vampires of the City,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
A-Punk,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,19,Vampire Weekend,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Mary Boone,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,21,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Harmony Hall,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,22,Father of the Bride,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Hope,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,23,Only God Was Above Us,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Walcott,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,35,Vampire Weekend,New York,Oct 5,New York 1,19500,0,0,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,36,Other,New York,Oct 5,New York 1,19500,0,1,New York,-73.9934387,40.7505045,NA,0.51,0.56,"Madison Square Garden, New York, NY, USA",0.56
Holiday,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,1,Contra,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,2,Vampire Weekend,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Bryn,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,3,Vampire Weekend,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Ice Cream Piano,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,4,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Classical,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,5,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Connect,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,6,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
White Sky,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,7,Contra,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Unbelievers,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,8,Modern Vampires of the City,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
This Life,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,9,Father of the Bride,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Sunflower,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,10,Father of the Bride,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Sympathy,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,11,Father of the Bride,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
New Dorp. New York,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,12,Other,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Giving Up the Gun,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,13,Contra,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Campus,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,14,Vampire Weekend,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Capricorn,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,15,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Gen-X Cops,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,16,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Diane Young,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,17,Modern Vampires of the City,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Cousins,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,18,Contra,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
A-Punk,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,19,Vampire Weekend,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Prep-School Gangsters,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,20,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Mary Boone,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,21,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Harmony Hall,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,22,Father of the Bride,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Hope,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,23,Only God Was Above Us,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Worship You,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,37,Modern Vampires of the City,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Ya Hey,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,38,Modern Vampires of the City,Charlottesville,Oct 2,Charlottesville,3500,0,0,Charlottesville,-78.4766758,38.0292483,NA,0.58,0.56,"Ting Pavilion, Charlottesville, VA, USA",0.56
Mansard Roof,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,1,Vampire Weekend,Washington,Oct 1,Washington 2,6000,0,0,Washington,-77.0260611,38.8800674,NA,0.53,0.56,"The Anthem, Washington, DC, USA",0.56
