sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap
Giving Up the Gun,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,14,Contra,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Campus,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,15,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Capricorn,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,16,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Gen-X Cops,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,17,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Diane Young,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,18,Modern Vampires of the City,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Cousins,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,19,Contra,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,20,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,21,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Prep-School Gangsters,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,22,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Mary Boone,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,23,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Harmony Hall,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,24,Father of the Bride,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Hope,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,25,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Walcott,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,38,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56
Oxford Comma,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,1,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,2,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Boston (Ladies of Cambridge),Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,3,Other,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Ice Cream Piano,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,4,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Classical,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,5,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Connect,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,6,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
White Sky,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,7,Contra,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Unbelievers,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,8,Modern Vampires of the City,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
This Life,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,9,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Sunflower,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,10,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Sympathy,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,11,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
The Surfer,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,12,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Horchata,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,13,Contra,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Capricorn,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,14,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Gen-X Cops,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,15,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Diane Young,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,16,Modern Vampires of the City,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Cousins,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,17,Contra,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
A-Punk,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,18,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Prep-School Gangsters,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,19,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Mary Boone,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,20,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Harmony Hall,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,21,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Hope,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,22,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Walcott,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,31,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56
Holiday,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,Contra,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,2,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
I Stand Corrected,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,3,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Ice Cream Piano,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,4,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Classical,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,5,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Connect,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,6,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
White Sky,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,7,Contra,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Step,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,8,Modern Vampires of the City,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
This Life,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,9,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Sunflower,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,10,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Bambina,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,11,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
The Kids Don't Stand a Chance,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,12,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,1,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Pravda,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,13,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Campus,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,14,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Oxford Comma,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,15,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Capricorn,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,16,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Gen-X Cops,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,17,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Diane Young,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,18,Modern Vampires of the City,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
A-Punk,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,19,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Cocaine Cowboys,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,20,Other,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Mary Boone,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,21,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Harmony Hall,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,22,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Hope,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,23,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Walcott,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,34,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Flower Moon,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,35,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56
Mansard Roof,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,1,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Campus,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,2,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
One (Blake's Got a New Face),Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,3,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Ice Cream Piano,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,4,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Classical,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,5,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Connect,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,6,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Unbelievers,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,7,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Step,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,8,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
This Life,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,9,Father of the Bride,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Sympathy,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,10,Father of the Bride,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
New Dorp. New York,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,11,Other,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
M79,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,12,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Pravda,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,13,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Capricorn,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,14,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Gen-X Cops,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,15,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Diane Young,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,16,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Cousins,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,17,Contra,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
A-Punk,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,18,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Prep-School Gangsters,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,19,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Mary Boone,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,20,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Hannah Hunt,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,21,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Harmony Hall,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,22,Father of the Bride,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
