sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city,date,city_day,num_show,city_num,choice_name
Mary Boone,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,21,41,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Harmony Hall,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,22,55,Father of the Bride,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Hope,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,23,42,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Worship You,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,37,32,Modern Vampires of the City,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Ya Hey,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,38,33,Modern Vampires of the City,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Mansard Roof,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,1,1,Vampire Weekend,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Oxford Comma,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,2,2,Vampire Weekend,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Boston (Ladies of Cambridge),Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,3,48,Other,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Ice Cream Piano,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Classical,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Connect,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Cape Cod Kwassa Kwassa,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,7,4,Vampire Weekend,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Unbelievers,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,8,25,Modern Vampires of the City,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
This Life,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Sunflower,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
M79,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,11,5,Vampire Weekend,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Pravda,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,12,44,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Horchata,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,13,13,Contra,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Capricorn,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Gen-X Cops,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Diane Young,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,16,27,Modern Vampires of the City,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
A-Punk,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,17,3,Vampire Weekend,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Prep-School Gangsters,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,19,43,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Mary Boone,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,20,41,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Hannah Hunt,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,21,29,Modern Vampires of the City,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Harmony Hall,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,22,55,Father of the Bride,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Hope,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,23,42,Only God Was Above Us,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Walcott,Vampire Weekend,"The Anthem, Washington, DC, USA",Oct,1,2024,Only God Was Above Us,VW Show,39,10,Vampire Weekend,Washington,2024-10-01,Washington 1,38,Washington 2,Washington 2: 2024-10-01
Hold You Now,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,1,54,Father of the Bride,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Holiday,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,2,15,Contra,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
One (Blake's Got a New Face),Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,3,8,Vampire Weekend,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Ice Cream Piano,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Classical,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Connect,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
White Sky,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,7,14,Contra,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Step,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
This Life,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Sympathy,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,10,64,Father of the Bride,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
New Dorp. New York,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,11,53,Other,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
The Surfer,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,12,45,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
How Long?,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,13,59,Father of the Bride,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Campus,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,14,6,Vampire Weekend,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Oxford Comma,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,15,2,Vampire Weekend,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Capricorn,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,16,36,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Gen-X Cops,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,17,39,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Diane Young,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,18,27,Modern Vampires of the City,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Cousins,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,19,19,Contra,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
A-Punk,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,20,3,Vampire Weekend,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Prep-School Gangsters,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,21,43,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Mary Boone,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,22,41,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Harmony Hall,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,23,55,Father of the Bride,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Hope,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,24,42,Only God Was Above Us,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Worship You,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,40,32,Modern Vampires of the City,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Ya Hey,Vampire Weekend,"The Anthem, Washington, DC, USA",Sep,30,2024,Only God Was Above Us,VW Show,41,33,Modern Vampires of the City,Washington,2024-09-30,Washington 30,37,Washington 1,Washington 1: 2024-09-30
Cousins,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,1,19,Contra,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Campus,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,2,6,Vampire Weekend,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Bryn,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,3,7,Vampire Weekend,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Ice Cream Piano,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Classical,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Connect,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Unbelievers,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,7,25,Modern Vampires of the City,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Step,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
This Life,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Sunflower,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
M79,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,11,5,Vampire Weekend,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Pravda,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,12,44,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Bambina,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,13,56,Father of the Bride,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Ottoman,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,14,47,Other,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Capricorn,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,15,36,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Gen-X Cops,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,16,39,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Diane Young,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,17,27,Modern Vampires of the City,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
A-Punk,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,18,3,Vampire Weekend,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Cocaine Cowboys,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,19,46,Other,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Mary Boone,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,20,41,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Harmony Hall,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,21,55,Father of the Bride,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Hope,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,22,42,Only God Was Above Us,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Walcott,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,39,10,Vampire Weekend,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Flower Moon,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,VW Show,40,66,Father of the Bride,Philadelphia,2024-09-28,Philadelphia 28,36,Philadelphia 1,Philadelphia 1: 2024-09-28
Cape Cod Kwassa Kwassa,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,1,4,Vampire Weekend,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Holiday,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,2,15,Contra,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
I Stand Corrected,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,3,9,Vampire Weekend,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Ice Cream Piano,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Classical,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Connect,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
White Sky,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,7,14,Contra,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Unbelievers,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,8,25,Modern Vampires of the City,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
This Life,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Sunflower,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Sympathy,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,11,64,Father of the Bride,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
New Dorp. New York,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,12,53,Other,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Pravda,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,13,44,Only God Was Above Us,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Run,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,14,18,Contra,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Campus,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,15,6,Vampire Weekend,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Oxford Comma,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,16,2,Vampire Weekend,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Capricorn,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,17,36,Only God Was Above Us,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Gen-X Cops,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,18,39,Only God Was Above Us,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
Diane Young,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,VW Show,19,27,Modern Vampires of the City,Boston,2024-09-27,Boston 27,35,Boston 1,Boston 1: 2024-09-27
