sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city,date,city_day,num_show,city_num,choice_name
Hope,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,VW Show,23,42,Only God Was Above Us,Nashville,2024-10-11,Nashville 11,44,Nashville,Nashville: 2024-10-11
Walcott,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,VW Show,36,10,Vampire Weekend,Nashville,2024-10-11,Nashville 11,44,Nashville,Nashville: 2024-10-11
Hold You Now,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,1,54,Father of the Bride,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Holiday,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,2,15,Contra,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Boston (Ladies of Cambridge),Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,3,48,Other,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Ice Cream Piano,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Classical,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Connect,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Unbelievers,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,7,25,Modern Vampires of the City,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Cape Cod Kwassa Kwassa,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,8,4,Vampire Weekend,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
This Life,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Sympathy,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,10,64,Father of the Bride,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
New Dorp. New York,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,11,53,Other,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Pravda,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,12,44,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Bambina,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,13,56,Father of the Bride,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Campus,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,14,6,Vampire Weekend,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Oxford Comma,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,15,2,Vampire Weekend,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Capricorn,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,16,36,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Gen-X Cops,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,17,39,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Diane Young,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,18,27,Modern Vampires of the City,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Cousins,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,19,19,Contra,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
A-Punk,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,20,3,Vampire Weekend,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Prep-School Gangsters,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,21,43,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Mary Boone,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,22,41,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Harmony Hall,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,23,55,Father of the Bride,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Hope,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,24,42,Only God Was Above Us,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Walcott,Vampire Weekend,"Red Hat Amphitheater, Raleigh, NC, USA",Oct,9,2024,Only God Was Above Us,VW Show,41,10,Vampire Weekend,Raleigh,2024-10-09,Raleigh 9,43,Raleigh,Raleigh: 2024-10-09
Campus,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,1,6,Vampire Weekend,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Cape Cod Kwassa Kwassa,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,2,4,Vampire Weekend,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
I Stand Corrected,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,3,9,Vampire Weekend,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Ice Cream Piano,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Classical,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Connect,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
White Sky,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,7,14,Contra,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Step,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
This Life,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Sunflower,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Sympathy,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,11,64,Father of the Bride,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
The Surfer,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,12,45,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Ottoman,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,13,47,Other,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Capricorn,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Gen-X Cops,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Diane Young,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,16,27,Modern Vampires of the City,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Cousins,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,17,19,Contra,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
A-Punk,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,18,3,Vampire Weekend,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Cocaine Cowboys,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,19,46,Other,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Mary Boone,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,20,41,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Hannah Hunt,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,21,29,Modern Vampires of the City,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Harmony Hall,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,22,55,Father of the Bride,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Hope,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,23,42,Only God Was Above Us,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Walcott,Vampire Weekend,"Live Oak Bank Pavilion, Wilmington, NC, USA",Oct,8,2024,Only God Was Above Us,VW Show,33,10,Vampire Weekend,Wilmington,2024-10-08,Wilmington 8,42,Wilmington,Wilmington: 2024-10-08
Hold You Now,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,1,54,Father of the Bride,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Campus,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,2,6,Vampire Weekend,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Bryn,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,3,7,Vampire Weekend,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Ice Cream Piano,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Classical,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Connect,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Unbelievers,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,7,25,Modern Vampires of the City,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Cape Cod Kwassa Kwassa,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,8,4,Vampire Weekend,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
This Life,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Everlasting Arms,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,10,30,Modern Vampires of the City,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Sunflower,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,11,65,Father of the Bride,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
M79,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,12,5,Vampire Weekend,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Pravda,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,13,44,Only God Was Above Us,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Run,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,14,18,Contra,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Diplomat's Son,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,15,21,Contra,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Capricorn,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,17,36,Only God Was Above Us,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Cousins,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,18,19,Contra,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
A-Punk,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,19,3,Vampire Weekend,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Cocaine Cowboys,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,20,46,Other,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Prep-School Gangsters,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,21,43,Only God Was Above Us,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Horchata,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,22,13,Contra,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Mary Boone,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,23,41,Only God Was Above Us,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Hannah Hunt,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,24,29,Modern Vampires of the City,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Harmony Hall,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,25,55,Father of the Bride,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Worship You,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,36,32,Modern Vampires of the City,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Ya Hey,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,6,2024,Only God Was Above Us,VW Show,37,33,Modern Vampires of the City,New York,2024-10-06,New York 6,41,New York 2,New York 2: 2024-10-06
Mansard Roof,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,1,1,Vampire Weekend,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Holiday,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,2,15,Contra,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
One (Blake's Got a New Face),Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,3,8,Vampire Weekend,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Ice Cream Piano,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Classical,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Connect,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
White Sky,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,7,14,Contra,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Step,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
This Life,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Sympathy,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,10,64,Father of the Bride,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
New Dorp. New York,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,11,53,Other,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
The Surfer,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,12,45,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Bambina,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,13,56,Father of the Bride,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Giving Up the Gun,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,14,20,Contra,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Oxford Comma,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,15,2,Vampire Weekend,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Capricorn,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,16,36,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Gen-X Cops,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,17,39,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Diane Young,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,18,27,Modern Vampires of the City,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
A-Punk,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,19,3,Vampire Weekend,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Mary Boone,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,21,41,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Harmony Hall,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,22,55,Father of the Bride,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Hope,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,23,42,Only God Was Above Us,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Walcott,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,35,10,Vampire Weekend,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Flower Moon,Vampire Weekend,"Madison Square Garden, New York, NY, USA",Oct,5,2024,Only God Was Above Us,VW Show,36,66,Father of the Bride,New York,2024-10-05,New York 5,40,New York 1,New York 1: 2024-10-05
Holiday,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,1,15,Contra,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Cape Cod Kwassa Kwassa,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,2,4,Vampire Weekend,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Bryn,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,3,7,Vampire Weekend,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Ice Cream Piano,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Classical,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Connect,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
White Sky,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,7,14,Contra,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Unbelievers,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,8,25,Modern Vampires of the City,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
This Life,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,9,57,Father of the Bride,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Sunflower,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,10,65,Father of the Bride,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Sympathy,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,11,64,Father of the Bride,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
New Dorp. New York,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,12,53,Other,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Giving Up the Gun,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,13,20,Contra,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Campus,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,14,6,Vampire Weekend,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Capricorn,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,15,36,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Gen-X Cops,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,16,39,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Diane Young,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,17,27,Modern Vampires of the City,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Cousins,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,18,19,Contra,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
A-Punk,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,19,3,Vampire Weekend,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
Prep-School Gangsters,Vampire Weekend,"Ting Pavilion, Charlottesville, VA, USA",Oct,2,2024,Only God Was Above Us,VW Show,20,43,Only God Was Above Us,Charlottesville,2024-10-02,Charlottesville 2,39,Charlottesville,Charlottesville: 2024-10-02
