sets,artist,venue,month,day,year,tour,song_num,album,city
This Life,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,11,Father of the Bride,Phoenix
Sunflower,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,12,Father of the Bride,Phoenix
Sympathy,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,13,Father of the Bride,Phoenix
New Dorp. New York,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,14,Other,Phoenix
Gen-X Cops,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,15,Only God Was Above Us,Phoenix
Diane Young,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,16,Modern Vampires of the City,Phoenix
Cousins,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,17,Contra,Phoenix
A-Punk,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,18,Vampire Weekend,Phoenix
Prep-School Gangsters,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,19,Only God Was Above Us,Phoenix
Mary Boone,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,20,Only God Was Above Us,Phoenix
Hannah Hunt,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,21,Modern Vampires of the City,Phoenix
Harmony Hall,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,22,Father of the Bride,Phoenix
Hope,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,23,Only God Was Above Us,Phoenix
Walcott,Vampire Weekend,"Arizona Financial Theatre, Phoenix, AZ, USA",Jun,9,2024,Only God Was Above Us,31,Vampire Weekend,Phoenix
Hold You Now,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,1,Father of the Bride,Irving
Mansard Roof,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,2,Vampire Weekend,Irving
Cousins,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,3,Contra,Irving
Ice Cream Piano,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,4,Only God Was Above Us,Irving
Classical,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,5,Only God Was Above Us,Irving
Capricorn,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,6,Only God Was Above Us,Irving
Connect,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,7,Only God Was Above Us,Irving
Cape Cod Kwassa Kwassa,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,8,Vampire Weekend,Irving
Step,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,9,Modern Vampires of the City,Irving
This Life,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,10,Father of the Bride,Irving
Sunflower,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,11,Father of the Bride,Irving
M79,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,12,Vampire Weekend,Irving
The Surfer,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,13,Only God Was Above Us,Irving
Sympathy,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,14,Father of the Bride,Irving
Campus,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,15,Vampire Weekend,Irving
Oxford Comma,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,16,Vampire Weekend,Irving
Gen-X Cops,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,17,Only God Was Above Us,Irving
Diane Young,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,18,Modern Vampires of the City,Irving
A-Punk,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,19,Vampire Weekend,Irving
Cocaine Cowboys,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,20,Other,Irving
Mary Boone,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,21,Only God Was Above Us,Irving
Harmony Hall,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,22,Father of the Bride,Irving
Hope,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,23,Only God Was Above Us,Irving
Walcott,Vampire Weekend,"The Pavilion at Toyota Music Factory, Irving, TX, USA",Jun,7,2024,Only God Was Above Us,31,Vampire Weekend,Irving
Mansard Roof,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,1,Vampire Weekend,Houston
Holiday,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,2,Contra,Houston
Ice Cream Piano,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,3,Only God Was Above Us,Houston
Classical,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,4,Only God Was Above Us,Houston
Capricorn,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,5,Only God Was Above Us,Houston
Connect,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,6,Only God Was Above Us,Houston
Prep-School Gangsters,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,7,Only God Was Above Us,Houston
White Sky,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,8,Contra,Houston
Unbelievers,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,9,Modern Vampires of the City,Houston
This Life,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,10,Father of the Bride,Houston
Sunflower,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,11,Father of the Bride,Houston
Unbearably White,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,12,Father of the Bride,Houston
Pravda,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,13,Only God Was Above Us,Houston
Flower Moon,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,14,Father of the Bride,Houston
Campus,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,15,Vampire Weekend,Houston
Oxford Comma,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,16,Vampire Weekend,Houston
Gen-X Cops,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,17,Only God Was Above Us,Houston
Diane Young,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,18,Modern Vampires of the City,Houston
Cousins,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,19,Contra,Houston
A-Punk,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,20,Vampire Weekend,Houston
Mary Boone,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,21,Only God Was Above Us,Houston
Hannah Hunt,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,22,Modern Vampires of the City,Houston
Harmony Hall,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,23,Father of the Bride,Houston
Hope,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,24,Only God Was Above Us,Houston
Walcott,Vampire Weekend,"713 Music Hall, Houston, TX, USA",Jun,6,2024,Only God Was Above Us,29,Vampire Weekend,Houston
White Sky,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,1,Contra,Barcelona
Holiday,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,2,Contra,Barcelona
Classical,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,3,Only God Was Above Us,Barcelona
Unbelievers,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,4,Modern Vampires of the City,Barcelona
Connect,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,5,Only God Was Above Us,Barcelona
Cape Cod Kwassa Kwassa,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,6,Vampire Weekend,Barcelona
Capricorn,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,7,Only God Was Above Us,Barcelona
Sympathy,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,8,Father of the Bride,Barcelona
New Dorp. New York,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,9,Other,Barcelona
Campus,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,10,Vampire Weekend,Barcelona
Oxford Comma,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,11,Vampire Weekend,Barcelona
This Life,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,12,Father of the Bride,Barcelona
Gen-X Cops,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,13,Only God Was Above Us,Barcelona
Diane Young,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,14,Modern Vampires of the City,Barcelona
Cousins,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,15,Contra,Barcelona
A-Punk,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,16,Vampire Weekend,Barcelona
Harmony Hall,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,17,Father of the Bride,Barcelona
Worship You,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,18,Modern Vampires of the City,Barcelona
Ya Hey,Vampire Weekend,"Parc del Fòrum, Barcelona, Spain",May,30,2024,Only God Was Above Us,19,Modern Vampires of the City,Barcelona
Gen-X Cops,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,1,Only God Was Above Us,Luton
Holiday,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,2,Contra,Luton
Unbelievers,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,3,Modern Vampires of the City,Luton
Cape Cod Kwassa Kwassa,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,4,Vampire Weekend,Luton
Classical,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,5,Only God Was Above Us,Luton
White Sky,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,6,Contra,Luton
Capricorn,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,7,Only God Was Above Us,Luton
This Life,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,8,Father of the Bride,Luton
Diane Young,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,9,Modern Vampires of the City,Luton
Cousins,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,10,Contra,Luton
A-Punk,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,11,Vampire Weekend,Luton
Campus,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,12,Vampire Weekend,Luton
Oxford Comma,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,13,Vampire Weekend,Luton
Harmony Hall,Vampire Weekend,"Stockwood Park, Luton, England",May,26,2024,Only God Was Above Us,14,Father of the Bride,Luton
White Sky,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,1,Contra,Salt Lake City
Holiday,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,2,Contra,Salt Lake City
Classical,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,3,Only God Was Above Us,Salt Lake City
Unbelievers,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,4,Modern Vampires of the City,Salt Lake City
Cape Cod Kwassa Kwassa,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,5,Vampire Weekend,Salt Lake City
Capricorn,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,6,Only God Was Above Us,Salt Lake City
Sunflower,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,7,Father of the Bride,Salt Lake City
New Dorp. New York,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,8,Other,Salt Lake City
This Life,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,9,Father of the Bride,Salt Lake City
Gen-X Cops,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,10,Only God Was Above Us,Salt Lake City
Diane Young,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,11,Modern Vampires of the City,Salt Lake City
Cousins,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,12,Contra,Salt Lake City
A-Punk,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,13,Vampire Weekend,Salt Lake City
Connect,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,14,Only God Was Above Us,Salt Lake City
Harmony Hall,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,15,Father of the Bride,Salt Lake City
Campus,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,16,Vampire Weekend,Salt Lake City
Oxford Comma,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,17,Vampire Weekend,Salt Lake City
Worship You,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,18,Modern Vampires of the City,Salt Lake City
Ya Hey,Vampire Weekend,"Utah State Fairpark, Salt Lake City, UT, USA",May,10,2024,Only God Was Above Us,19,Modern Vampires of the City,Salt Lake City
Classical,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,1,Only God Was Above Us,New Orleans
Cape Cod Kwassa Kwassa,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,2,Vampire Weekend,New Orleans
White Sky,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,3,Contra,New Orleans
Unbelievers,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,4,Modern Vampires of the City,New Orleans
Bryn,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,6,Vampire Weekend,New Orleans
Holiday,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,8,Contra,New Orleans
Sunflower,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,9,Father of the Bride,New Orleans
Capricorn,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,10,Only God Was Above Us,New Orleans
Connect,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,11,Only God Was Above Us,New Orleans
This Life,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,12,Father of the Bride,New Orleans
Prep-School Gangsters,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,14,Only God Was Above Us,New Orleans
Harmony Hall,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,15,Father of the Bride,New Orleans
Flower Moon,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,16,Father of the Bride,New Orleans
Diane Young,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,17,Modern Vampires of the City,New Orleans
Cousins,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,18,Contra,New Orleans
A-Punk,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,19,Vampire Weekend,New Orleans
Campus,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,20,Vampire Weekend,New Orleans
Oxford Comma,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,21,Vampire Weekend,New Orleans
Walcott,Vampire Weekend,"Fair Grounds Race Course, New Orleans, LA, USA",Apr,27,2024,Only God Was Above Us,22,Vampire Weekend,New Orleans
Ice Cream Piano,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,1,Only God Was Above Us,Austin
Classical,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,2,Only God Was Above Us,Austin
Unbelievers,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,3,Modern Vampires of the City,Austin
Cape Cod Kwassa Kwassa,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,4,Vampire Weekend,Austin
Holiday,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,5,Contra,Austin
White Sky,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,6,Contra,Austin
Connect,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,7,Only God Was Above Us,Austin
Sunflower,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,8,Father of the Bride,Austin
Capricorn,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,9,Only God Was Above Us,Austin
This Life,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,10,Father of the Bride,Austin
Gen-X Cops,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,11,Only God Was Above Us,Austin
Diane Young,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,12,Modern Vampires of the City,Austin
Cousins,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,13,Contra,Austin
Jonathan Low,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,14,Other,Austin
Flower Moon,Vampire Weekend,"Moody Amphitheater, Austin, TX, USA",Apr,8,2024,Only God Was Above Us,15,Father of the Bride,Austin
