sets,artist,venue,month,day,year,tour,song_num,album,city
Hold You Now,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,1,Father of the Bride,Cuyahoga Falls
Campus,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,2,Vampire Weekend,Cuyahoga Falls
Bryn,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,3,Vampire Weekend,Cuyahoga Falls
Ice Cream Piano,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,4,Only God Was Above Us,Cuyahoga Falls
Classical,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,5,Only God Was Above Us,Cuyahoga Falls
Connect,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,6,Only God Was Above Us,Cuyahoga Falls
White Sky,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,7,Contra,Cuyahoga Falls
Cape Cod Kwassa Kwassa,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,8,Vampire Weekend,Cuyahoga Falls
This Life,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,9,Father of the Bride,Cuyahoga Falls
Sunflower,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,10,Father of the Bride,Cuyahoga Falls
Sympathy,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,11,Father of the Bride,Cuyahoga Falls
The Surfer,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,12,Only God Was Above Us,Cuyahoga Falls
Ottoman,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,13,Other,Cuyahoga Falls
Oxford Comma,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,14,Vampire Weekend,Cuyahoga Falls
Capricorn,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,15,Only God Was Above Us,Cuyahoga Falls
Gen-X Cops,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,16,Only God Was Above Us,Cuyahoga Falls
Diane Young,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,17,Modern Vampires of the City,Cuyahoga Falls
Cousins,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,18,Contra,Cuyahoga Falls
A-Punk,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,19,Vampire Weekend,Cuyahoga Falls
Prep-School Gangsters,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,20,Only God Was Above Us,Cuyahoga Falls
Mary Boone,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,21,Only God Was Above Us,Cuyahoga Falls
Harmony Hall,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,22,Father of the Bride,Cuyahoga Falls
Hope,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,23,Only God Was Above Us,Cuyahoga Falls
Walcott,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,32,Vampire Weekend,Cuyahoga Falls
Cousins,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,1,Contra,Saint Charles
Holiday,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,2,Contra,Saint Charles
Ice Cream Piano,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,3,Only God Was Above Us,Saint Charles
Classical,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,4,Only God Was Above Us,Saint Charles
Connect,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,5,Only God Was Above Us,Saint Charles
White Sky,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,6,Contra,Saint Charles
Unbelievers,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,7,Modern Vampires of the City,Saint Charles
Cape Cod Kwassa Kwassa,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,8,Vampire Weekend,Saint Charles
This Life,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,9,Father of the Bride,Saint Charles
Sunflower,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,10,Father of the Bride,Saint Charles
Sympathy,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,11,Father of the Bride,Saint Charles
Campus,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,12,Vampire Weekend,Saint Charles
Oxford Comma,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,13,Vampire Weekend,Saint Charles
Capricorn,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,14,Only God Was Above Us,Saint Charles
Gen-X Cops,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,15,Only God Was Above Us,Saint Charles
Diane Young,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,16,Modern Vampires of the City,Saint Charles
A-Punk,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,17,Vampire Weekend,Saint Charles
Mary Boone,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,18,Only God Was Above Us,Saint Charles
Harmony Hall,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,19,Father of the Bride,Saint Charles
Walcott,Vampire Weekend,"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA",Aug,3,2024,Only God Was Above Us,20,Vampire Weekend,Saint Charles
Cousins,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,1,Contra,Milwaukee
Holiday,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,2,Contra,Milwaukee
Ice Cream Piano,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,3,Only God Was Above Us,Milwaukee
Classical,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,4,Only God Was Above Us,Milwaukee
Connect,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,5,Only God Was Above Us,Milwaukee
White Sky,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,6,Contra,Milwaukee
Unbelievers,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,7,Modern Vampires of the City,Milwaukee
This Life,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,8,Father of the Bride,Milwaukee
Sunflower,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,9,Father of the Bride,Milwaukee
M79,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,10,Vampire Weekend,Milwaukee
Diplomat's Son,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,11,Contra,Milwaukee
Pravda,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,12,Only God Was Above Us,Milwaukee
Campus,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,13,Vampire Weekend,Milwaukee
Capricorn,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,14,Only God Was Above Us,Milwaukee
Gen-X Cops,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,15,Only God Was Above Us,Milwaukee
Diane Young,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,16,Modern Vampires of the City,Milwaukee
A-Punk,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,17,Vampire Weekend,Milwaukee
Prep-School Gangsters,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,18,Only God Was Above Us,Milwaukee
Mary Boone,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,19,Only God Was Above Us,Milwaukee
Harmony Hall,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,20,Father of the Bride,Milwaukee
Hope,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,21,Only God Was Above Us,Milwaukee
Flower Moon,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,37,Father of the Bride,Milwaukee
I Think Ur a Contra,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,38,Contra,Milwaukee
Walcott,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,39,Vampire Weekend,Milwaukee
Hold You Now,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,1,Father of the Bride,Minneapolis
Holiday,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,2,Contra,Minneapolis
One (Blake's Got a New Face),Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,3,Vampire Weekend,Minneapolis
Ice Cream Piano,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,4,Only God Was Above Us,Minneapolis
Classical,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,5,Only God Was Above Us,Minneapolis
Connect,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,6,Only God Was Above Us,Minneapolis
Cape Cod Kwassa Kwassa,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,7,Vampire Weekend,Minneapolis
Unbelievers,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,8,Modern Vampires of the City,Minneapolis
This Life,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,9,Father of the Bride,Minneapolis
Sympathy,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,10,Father of the Bride,Minneapolis
New Dorp. New York,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,11,Other,Minneapolis
The Surfer,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,12,Only God Was Above Us,Minneapolis
Ottoman,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,13,Other,Minneapolis
Oxford Comma,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,14,Vampire Weekend,Minneapolis
Capricorn,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,15,Only God Was Above Us,Minneapolis
Gen-X Cops,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,16,Only God Was Above Us,Minneapolis
Diane Young,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,17,Modern Vampires of the City,Minneapolis
Cousins,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,18,Contra,Minneapolis
A-Punk,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,19,Vampire Weekend,Minneapolis
Prep-School Gangsters,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,20,Only God Was Above Us,Minneapolis
Mary Boone,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,21,Only God Was Above Us,Minneapolis
Hannah Hunt,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,22,Modern Vampires of the City,Minneapolis
Harmony Hall,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,23,Father of the Bride,Minneapolis
Walcott,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,35,Vampire Weekend,Minneapolis
Mansard Roof,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,1,Vampire Weekend,Minneapolis
Campus,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,2,Vampire Weekend,Minneapolis
I Stand Corrected,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,3,Vampire Weekend,Minneapolis
Ice Cream Piano,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,4,Only God Was Above Us,Minneapolis
Classical,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,5,Only God Was Above Us,Minneapolis
Connect,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,6,Only God Was Above Us,Minneapolis
White Sky,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,7,Contra,Minneapolis
Step,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,8,Modern Vampires of the City,Minneapolis
This Life,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,9,Father of the Bride,Minneapolis
Sunflower,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,10,Father of the Bride,Minneapolis
Run,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,11,Contra,Minneapolis
Pravda,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,12,Only God Was Above Us,Minneapolis
Bambina,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,13,Father of the Bride,Minneapolis
Capricorn,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,14,Only God Was Above Us,Minneapolis
Gen-X Cops,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,15,Only God Was Above Us,Minneapolis
Diane Young,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,16,Modern Vampires of the City,Minneapolis
Cousins,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,17,Contra,Minneapolis
A-Punk,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,18,Vampire Weekend,Minneapolis
Cocaine Cowboys,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,19,Other,Minneapolis
Mary Boone,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,20,Only God Was Above Us,Minneapolis
Harmony Hall,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,21,Father of the Bride,Minneapolis
Hope,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,22,Only God Was Above Us,Minneapolis
Worship You,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,33,Modern Vampires of the City,Minneapolis
Ya Hey,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,34,Modern Vampires of the City,Minneapolis
Hold You Now,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,1,Father of the Bride,Chicago
Oxford Comma,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,2,Vampire Weekend,Chicago
Bryn,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,3,Vampire Weekend,Chicago
Ice Cream Piano,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,4,Only God Was Above Us,Chicago
Classical,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,5,Only God Was Above Us,Chicago
Connect,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,6,Only God Was Above Us,Chicago
Cape Cod Kwassa Kwassa,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,7,Vampire Weekend,Chicago
This Life,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,8,Father of the Bride,Chicago
Step,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,9,Modern Vampires of the City,Chicago
Sympathy,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,10,Father of the Bride,Chicago
New Dorp. New York,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,11,Other,Chicago
How Long?,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,12,Father of the Bride,Chicago
Pravda,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,13,Only God Was Above Us,Chicago
Capricorn,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,14,Only God Was Above Us,Chicago
Gen-X Cops,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,15,Only God Was Above Us,Chicago
Diane Young,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,16,Modern Vampires of the City,Chicago
Cousins,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,17,Contra,Chicago
A-Punk,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,18,Vampire Weekend,Chicago
Prep-School Gangsters,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,19,Only God Was Above Us,Chicago
Mary Boone,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,20,Only God Was Above Us,Chicago
Hannah Hunt,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,21,Modern Vampires of the City,Chicago
Harmony Hall,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,22,Father of the Bride,Chicago
Hope,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,23,Only God Was Above Us,Chicago
Walcott,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,36,Vampire Weekend,Chicago
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,27,2024,Only God Was Above Us,37,Other,Chicago
Holiday,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,1,Contra,Chicago
Cousins,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,2,Contra,Chicago
One (Blake's Got a New Face),Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,3,Vampire Weekend,Chicago
Ice Cream Piano,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,4,Only God Was Above Us,Chicago
Classical,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,5,Only God Was Above Us,Chicago
Connect,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,6,Only God Was Above Us,Chicago
White Sky,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,7,Contra,Chicago
Unbelievers,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,8,Modern Vampires of the City,Chicago
This Life,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,9,Father of the Bride,Chicago
Sunflower,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,10,Father of the Bride,Chicago
Sympathy,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,11,Father of the Bride,Chicago
The Surfer,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,12,Only God Was Above Us,Chicago
Bambina,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,13,Father of the Bride,Chicago
Campus,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,14,Vampire Weekend,Chicago
Capricorn,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,15,Only God Was Above Us,Chicago
Gen-X Cops,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,16,Only God Was Above Us,Chicago
Diane Young,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,17,Modern Vampires of the City,Chicago
A-Punk,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,18,Vampire Weekend,Chicago
Cocaine Cowboys,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,19,Other,Chicago
Prep-School Gangsters,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,20,Only God Was Above Us,Chicago
Mary Boone,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,21,Only God Was Above Us,Chicago
Harmony Hall,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,22,Father of the Bride,Chicago
Hope,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,23,Only God Was Above Us,Chicago
Walcott,Vampire Weekend,"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA",Jul,26,2024,Only God Was Above Us,32,Vampire Weekend,Chicago
Holiday,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,1,Contra,Maryland Heights
Cape Cod Kwassa Kwassa,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,2,Vampire Weekend,Maryland Heights
Boston (Ladies of Cambridge),Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,3,Other,Maryland Heights
Ice Cream Piano,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,4,Only God Was Above Us,Maryland Heights
Classical,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,5,Only God Was Above Us,Maryland Heights
Connect,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,6,Only God Was Above Us,Maryland Heights
White Sky,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,7,Contra,Maryland Heights
This Life,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,8,Father of the Bride,Maryland Heights
Step,Vampire Weekend,"Saint Louis Music Park, Maryland Heights, MO, USA",Jul,25,2024,Only God Was Above Us,9,Modern Vampires of the City,Maryland Heights
