"Cousins" "Oxford Comma" "One (Blake's Got a New Face)" "Ice Cream Piano" "Classical" "Connect" "Unbelievers" "Cape Cod Kwassa Kwassa" "This Life" "Sunflower" "Sympathy" "The Surfer" "Horchata" "Bambina" "Capricorn" "Gen-X Cops" "Diane Young" "A-Punk" "Prep-School Gangsters" "Mary Boone" "Hannah Hunt" "Harmony Hall" "Hope" "Worship You" "Ya Hey" "Hold You Now" "Holiday" "Boston (Ladies of Cambridge)" "White Sky" "Step" "New Dorp. New York" "Pravda" "Campus" "Unbearably White" "The Kids Don't Stand a Chance" "Walcott" "Mansard Roof" "Bryn" "California English" "Cocaine Cowboys" "How Long?" "Obvious Bicycle" "Giving Up the Gun" "I Stand Corrected" "Run" "Ottoman" "Diplomat's Son" "M79" "Big Blue" "SNL Closing Theme (A Waltz in A) / Flower Moon" "Everlasting Arms" "Dangerous Night (The Night Is a Knife)" "Flower Moon" "I Think Ur a Contra" "Rich Man" "We Belong Together"
"Pravda" 0.4 0.409090909090909 0.162162162162162 0.5 0.5 0.5 0.421052631578947 0.325581395348837 0.5 0.452380952380952 0.294117647058824 0.0222222222222222 0.214285714285714 0.181818181818182 0.5 0.470588235294118 0.480769230769231 0.5 0.369565217391304 0.5 0.333333333333333 0.5 0.450980392156863 0.2 0.235294117647059 0.228571428571429 0.421052631578947 0.2 0.244444444444444 0.394736842105263 0.256410256410256 1 0.525 0.0740740740740741 0.153846153846154 0.4 0.1875 0.151515151515152 0 0.303030303030303 0.0714285714285714 0.0714285714285714 0.0666666666666667 0.206896551724138 0.230769230769231 0.193548387096774 0.0740740740740741 0.3 0.0384615384615385 0.0689655172413793 0.0384615384615385 0.0357142857142857 0.192307692307692 0.0384615384615385 0 0.0384615384615385
"Campus" 0.645833333333333 0.479166666666667 0.238095238095238 0.673076923076923 0.673076923076923 0.673076923076923 0.431818181818182 0.375 0.673076923076923 0.521739130434783 0.5 0.27906976744186 0.131578947368421 0.170731707317073 0.673076923076923 0.647058823529412 0.653846153846154 0.673076923076923 0.5 0.673076923076923 0.357142857142857 0.673076923076923 0.627450980392157 0.24390243902439 0.24390243902439 0.3 0.465116279069767 0.125 0.382978723404255 0.51219512195122 0.348837209302326 0.525 1 0.0857142857142857 0.0833333333333333 0.5 0.175 0.205128205128205 0.0285714285714286 0.333333333333333 0.0540540540540541 0.0540540540540541 0.0789473684210526 0.222222222222222 0.171428571428571 0.210526315789474 0.0555555555555556 0.263157894736842 0.0285714285714286 0.0526315789473684 0.0285714285714286 0.027027027027027 0.142857142857143 0.0285714285714286 0.0285714285714286 0.0285714285714286
"Unbearably White" 0.0681818181818182 0.0833333333333333 0.0526315789473684 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0333333333333333 0 0.0576923076923077 0.0555555555555556 0.048780487804878 0.0454545454545454 0 0 0.0576923076923077 0.0612244897959184 0.0588235294117647 0.0576923076923077 0.0810810810810811 0.0576923076923077 0.0416666666666667 0.0576923076923077 0.0625 0 0 0.0526315789473684 0.0689655172413793 0.181818181818182 0.1 0.0714285714285714 0.0833333333333333 0.0740740740740741 0.0857142857142857 1 0.166666666666667 0.0810810810810811 0.0714285714285714 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0.2 0.142857142857143 0 0 0
"The Kids Don't Stand a Chance" 0.0434782608695652 0.111111111111111 0 0.0769230769230769 0.0769230769230769 0.0769230769230769 0 0.09375 0.0769230769230769 0.114285714285714 0.0476190476190476 0 0.0909090909090909 0.133333333333333 0.0769230769230769 0.0816326530612245 0.0784313725490196 0.0769230769230769 0.0512820512820513 0.0769230769230769 0 0.0769230769230769 0.0612244897959184 0.111111111111111 0.0526315789473684 0.166666666666667 0.103448275862069 0.0769230769230769 0.0625 0.148148148148148 0.0384615384615385 0.153846153846154 0.0833333333333333 0.166666666666667 1 0.0789473684210526 0.0666666666666667 0 0 0.105263157894737 0 0.142857142857143 0 0.0833333333333333 0 0.0714285714285714 0 0.0625 0 0 0 0 0.125 0 0 0
"Walcott" 0.6875 0.553191489361702 0.285714285714286 0.711538461538462 0.711538461538462 0.711538461538462 0.477272727272727 0.446808510638298 0.711538461538462 0.6 0.604166666666667 0.425 0.125 0.219512195121951 0.711538461538462 0.686274509803922 0.725490196078431 0.711538461538462 0.48 0.711538461538462 0.404761904761905 0.711538461538462 0.7 0.06 0.0392156862745098 0.255813953488372 0.511627906976744 0.205128205128205 0.425531914893617 0.488372093023256 0.333333333333333 0.4 0.5 0.0810810810810811 0.0789473684210526 1 0.195121951219512 0.195121951219512 0.027027027027027 0.35 0.025 0.0512820512820513 0.131578947368421 0.17948717948718 0.048780487804878 0.170731707317073 0.0526315789473684 0.19047619047619 0.027027027027027 0.135135135135135 0 0.0526315789473684 0.135135135135135 0.027027027027027 0 0.027027027027027
"Mansard Roof" 0.191489361702128 0.230769230769231 0.115384615384615 0.230769230769231 0.230769230769231 0.230769230769231 0.142857142857143 0.194444444444444 0.230769230769231 0.146341463414634 0.209302325581395 0.142857142857143 0.111111111111111 0.136363636363636 0.230769230769231 0.22 0.235294117647059 0.230769230769231 0.13953488372093 0.230769230769231 0.214285714285714 0.230769230769231 0.25 0.166666666666667 0.217391304347826 0.0740740740740741 0.111111111111111 0.1 0.166666666666667 0.21875 0.206896551724138 0.1875 0.175 0.0714285714285714 0.0666666666666667 0.195121951219512 1 0.0909090909090909 0.0833333333333333 0.208333333333333 0 0.142857142857143 0.0588235294117647 0.05 0.0588235294117647 0 0 0.19047619047619 0.0833333333333333 0.133333333333333 0 0 0.0625 0 0.0833333333333333 0
"Bryn" 0.217391304347826 0.170731707317073 0.0740740740740741 0.230769230769231 0.230769230769231 0.230769230769231 0.212121212121212 0.228571428571429 0.230769230769231 0.27027027027027 0.209302325581395 0.103448275862069 0.111111111111111 0.19047619047619 0.230769230769231 0.196078431372549 0.211538461538462 0.230769230769231 0.225 0.230769230769231 0.214285714285714 0.230769230769231 0.2 0.166666666666667 0.166666666666667 0.208333333333333 0.176470588235294 0 0.135135135135135 0.147058823529412 0.129032258064516 0.151515151515152 0.205128205128205 0 0 0.195121951219512 0.0909090909090909 1 0.0833333333333333 0.16 0.142857142857143 0.0666666666666667 0.2 0 0.0588235294117647 0.15 0.0714285714285714 0.19047619047619 0 0.214285714285714 0.0833333333333333 0 0.0625 0 0 0.0833333333333333
"California English" 0.0227272727272727 0.0277777777777778 0 0.0192307692307692 0.0192307692307692 0.0192307692307692 0.0357142857142857 0 0.0192307692307692 0.0285714285714286 0.025 0.05 0 0 0.0192307692307692 0.0204081632653061 0.0196078431372549 0.0192307692307692 0 0.0192307692307692 0.0454545454545454 0.0192307692307692 0.0208333333333333 0 0 0 0.0357142857142857 0 0 0.037037037037037 0 0 0.0285714285714286 0 0 0.027027027027027 0.0833333333333333 0.0833333333333333 1 0.0588235294117647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cocaine Cowboys" 0.326086956521739 0.177777777777778 0.172413793103448 0.326923076923077 0.326923076923077 0.326923076923077 0.323529411764706 0.230769230769231 0.326923076923077 0.405405405405405 0.239130434782609 0.15625 0.136363636363636 0.25 0.326923076923077 0.269230769230769 0.307692307692308 0.326923076923077 0.148936170212766 0.326923076923077 0.258064516129032 0.326923076923077 0.3 0.1 0.137931034482759 0.133333333333333 0.184210526315789 0.0384615384615385 0.205128205128205 0.375 0.0810810810810811 0.303030303030303 0.333333333333333 0 0.105263157894737 0.35 0.208333333333333 0.16 0.0588235294117647 1 0 0.05 0.0454545454545454 0.3 0.15 0.0769230769230769 0.0526315789473684 0.2 0 0.1 0.0588235294117647 0 0.1 0 0 0.0588235294117647
"How Long?" 0.0666666666666667 0.111111111111111 0.05 0.0769230769230769 0.0769230769230769 0.0769230769230769 0 0.09375 0.0769230769230769 0.0263157894736842 0.1 0.0434782608695652 0 0.0625 0.0769230769230769 0.0816326530612245 0.0784313725490196 0.0769230769230769 0.108108108108108 0.0769230769230769 0.04 0.0769230769230769 0.0833333333333333 0.176470588235294 0.176470588235294 0.166666666666667 0.0666666666666667 0.0769230769230769 0.0967741935483871 0.0689655172413793 0.125 0.0714285714285714 0.0540540540540541 0 0 0.025 0 0.142857142857143 0 0 1 0.142857142857143 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0
"Obvious Bicycle" 0.0434782608695652 0.111111111111111 0.05 0.0769230769230769 0.0769230769230769 0.0769230769230769 0 0.09375 0.0769230769230769 0.0263157894736842 0.1 0.0434782608695652 0 0 0.0769230769230769 0.0816326530612245 0.0784313725490196 0.0769230769230769 0.0789473684210526 0.0769230769230769 0 0.0769230769230769 0.0833333333333333 0.176470588235294 0.176470588235294 0.05 0 0.166666666666667 0.0967741935483871 0.0689655172413793 0.125 0.0714285714285714 0.0540540540540541 0.166666666666667 0.142857142857143 0.0512820512820513 0.142857142857143 0.0666666666666667 0 0.05 0.142857142857143 1 0 0 0 0 0 0.0625 0 0 0 0.166666666666667 0 0 0 0
"Giving Up the Gun" 0.111111111111111 0.105263157894737 0.0952380952380952 0.115384615384615 0.115384615384615 0.115384615384615 0.0967741935483871 0.121212121212121 0.115384615384615 0.138888888888889 0.15 0.130434782608696 0 0.0555555555555556 0.115384615384615 0.122448979591837 0.117647058823529 0.115384615384615 0.075 0.115384615384615 0.0769230769230769 0.115384615384615 0.125 0.0476190476190476 0.0476190476190476 0.0454545454545454 0.172413793103448 0.0666666666666667 0.125 0.0645161290322581 0.0740740740740741 0.0666666666666667 0.0789473684210526 0 0 0.131578947368421 0.0588235294117647 0.2 0 0.0454545454545454 0 0 1 0 0 0.133333333333333 0 0 0 0.222222222222222 0 0.125 0 0 0 0
"I Stand Corrected" 0.177777777777778 0.0714285714285714 0 0.173076923076923 0.173076923076923 0.173076923076923 0.15625 0.212121212121212 0.173076923076923 0.157894736842105 0.13953488372093 0.0740740740740741 0.0625 0.1 0.173076923076923 0.183673469387755 0.176470588235294 0.173076923076923 0.0697674418604651 0.173076923076923 0.24 0.173076923076923 0.1875 0.136363636363636 0.136363636363636 0.130434782608696 0.0882352941176471 0 0.147058823529412 0.241379310344828 0.142857142857143 0.206896551724138 0.222222222222222 0 0.0833333333333333 0.17948717948718 0.05 0 0 0.3 0 0 0 1 0.25 0.111111111111111 0 0.0476190476190476 0 0 0 0 0.0769230769230769 0 0 0
"Run" 0.136363636363636 0.0769230769230769 0.0952380952380952 0.115384615384615 0.115384615384615 0.115384615384615 0.0967741935483871 0.0882352941176471 0.115384615384615 0.138888888888889 0.0697674418604651 0 0.0769230769230769 0.0555555555555556 0.115384615384615 0.1 0.0961538461538462 0.115384615384615 0.102564102564103 0.115384615384615 0.166666666666667 0.115384615384615 0.102040816326531 0.157894736842105 0.222222222222222 0.0952380952380952 0.0967741935483871 0 0.0909090909090909 0.1 0.0740740740740741 0.230769230769231 0.171428571428571 0 0 0.048780487804878 0.0588235294117647 0.0588235294117647 0 0.15 0 0 0 0.25 1 0.133333333333333 0.125 0.117647058823529 0 0 0.166666666666667 0 0.1 0 0 0
"Ottoman" 0.195652173913043 0.175 0.12 0.211538461538462 0.211538461538462 0.211538461538462 0.181818181818182 0.235294117647059 0.211538461538462 0.210526315789474 0.159090909090909 0.192307692307692 0.0555555555555556 0.0909090909090909 0.211538461538462 0.224489795918367 0.215686274509804 0.211538461538462 0.2 0.211538461538462 0.222222222222222 0.211538461538462 0.18 0.173913043478261 0.125 0.272727272727273 0.181818181818182 0.105263157894737 0.138888888888889 0.151515151515152 0.0967741935483871 0.193548387096774 0.210526315789474 0 0.0714285714285714 0.170731707317073 0 0.15 0 0.0769230769230769 0 0 0.133333333333333 0.111111111111111 0.133333333333333 1 0 0.2 0 0.0666666666666667 0 0.166666666666667 0.0666666666666667 0 0 0
"Diplomat's Son" 0.0681818181818182 0.0263157894736842 0.0526315789473684 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0689655172413793 0.0303030303030303 0.0576923076923077 0.0857142857142857 0.0238095238095238 0.0454545454545454 0.1 0.0666666666666667 0.0576923076923077 0.04 0.0384615384615385 0.0576923076923077 0.0810810810810811 0.0576923076923077 0.0416666666666667 0.0576923076923077 0.0408163265306122 0.0555555555555556 0.0555555555555556 0.0526315789473684 0.0689655172413793 0 0.0645161290322581 0.0344827586206896 0 0.0740740740740741 0.0555555555555556 0 0 0.0526315789473684 0 0.0714285714285714 0 0.0526315789473684 0 0 0 0 0.125 0 1 0.142857142857143 0 0 0.333333333333333 0 0.142857142857143 0.333333333333333 0 0
"M79" 0.163265306122449 0.195121951219512 0.111111111111111 0.25 0.25 0.25 0.242424242424242 0.189189189189189 0.25 0.297297297297297 0.0816326530612245 0.0645161290322581 0.235294117647059 0.130434782608696 0.25 0.215686274509804 0.230769230769231 0.25 0.219512195121951 0.25 0.206896551724138 0.25 0.196078431372549 0.16 0.16 0.2 0.171428571428571 0.0952380952380952 0.102564102564103 0.290322580645161 0.0588235294117647 0.3 0.263157894736842 0 0.0625 0.19047619047619 0.19047619047619 0.19047619047619 0 0.2 0 0.0625 0 0.0476190476190476 0.117647058823529 0.2 0.142857142857143 1 0 0.0588235294117647 0.0769230769230769 0.0666666666666667 0.2 0.0769230769230769 0 0.0769230769230769
"Big Blue" 0.0227272727272727 0.0277777777777778 0 0.0192307692307692 0.0192307692307692 0.0192307692307692 0 0.032258064516129 0.0192307692307692 0 0.025 0.05 0.125 0 0.0192307692307692 0.0204081632653061 0.0196078431372549 0.0192307692307692 0 0.0192307692307692 0.0454545454545454 0.0192307692307692 0.0208333333333333 0 0 0 0.0357142857142857 0.1 0 0.037037037037037 0.0434782608695652 0.0384615384615385 0.0285714285714286 0 0 0.027027027027027 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"SNL Closing Theme (A Waltz in A) / Flower Moon" 0.0888888888888889 0.0789473684210526 0.1 0.0961538461538462 0.0961538461538462 0.0961538461538462 0.0645161290322581 0.0909090909090909 0.0961538461538462 0.0526315789473684 0.0975609756097561 0.0869565217391304 0 0.2 0.0961538461538462 0.08 0.0980392156862745 0.0961538461538462 0.05 0.0961538461538462 0.125 0.0961538461538462 0.104166666666667 0 0 0.0476190476190476 0.03125 0 0.0606060606060606 0.142857142857143 0.12 0.0689655172413793 0.0526315789473684 0 0 0.135135135135135 0.133333333333333 0.214285714285714 0 0.1 0.125 0 0.222222222222222 0 0 0.0666666666666667 0 0.0588235294117647 0 1 0 0 0 0 0 0
"Everlasting Arms" 0.0227272727272727 0 0 0.0192307692307692 0.0192307692307692 0.0192307692307692 0.0357142857142857 0.032258064516129 0.0192307692307692 0.0285714285714286 0 0 0.125 0 0.0192307692307692 0 0 0.0192307692307692 0.027027027027027 0.0192307692307692 0.0454545454545454 0.0192307692307692 0 0.0625 0.0625 0.0588235294117647 0 0 0 0 0 0.0384615384615385 0.0285714285714286 0 0 0 0 0.0833333333333333 0 0.0588235294117647 0 0 0 0 0.166666666666667 0 0.333333333333333 0.0769230769230769 0 0 1 0 0 0 0 0
"Dangerous Night (The Night Is a Knife)" 0.0444444444444444 0.0833333333333333 0.0526315789473684 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0333333333333333 0.0625 0.0576923076923077 0.0555555555555556 0.048780487804878 0.0952380952380952 0 0 0.0576923076923077 0.0612244897959184 0.0588235294117647 0.0576923076923077 0.0526315789473684 0.0576923076923077 0.0416666666666667 0.0576923076923077 0.0625 0.0555555555555556 0.0555555555555556 0 0.0689655172413793 0.3 0.1 0.0714285714285714 0.04 0.0357142857142857 0.027027027027027 0.2 0 0.0526315789473684 0 0 0 0 0 0.166666666666667 0.125 0 0 0.166666666666667 0 0.0666666666666667 0 0 0 1 0 0 0 0
"Flower Moon" 0.0652173913043478 0.108108108108108 0.1 0.0961538461538462 0.0961538461538462 0.0961538461538462 0.1 0.0285714285714286 0.0961538461538462 0.142857142857143 0 0 0.0833333333333333 0.125 0.0961538461538462 0.08 0.0980392156862745 0.0961538461538462 0.105263157894737 0.0961538461538462 0.125 0.0961538461538462 0.0816326530612245 0 0 0 0.178571428571429 0 0.09375 0.103448275862069 0 0.192307692307692 0.142857142857143 0.142857142857143 0.125 0.135135135135135 0.0625 0.0625 0 0.1 0 0 0 0.0769230769230769 0.1 0.0666666666666667 0.142857142857143 0.2 0 0 0 0 1 0.2 0 0.2
"I Think Ur a Contra" 0.0227272727272727 0 0 0.0192307692307692 0.0192307692307692 0.0192307692307692 0.0357142857142857 0 0.0192307692307692 0.0285714285714286 0 0 0 0 0.0192307692307692 0.0204081632653061 0.0196078431372549 0.0192307692307692 0.027027027027027 0.0192307692307692 0 0.0192307692307692 0.0208333333333333 0 0 0 0.0357142857142857 0 0.0333333333333333 0 0 0.0384615384615385 0.0285714285714286 0 0 0.027027027027027 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0.0769230769230769 0 0 0 0 0.2 1 0 0
"Rich Man" 0.0227272727272727 0.0277777777777778 0 0.0192307692307692 0.0192307692307692 0.0192307692307692 0 0.032258064516129 0.0192307692307692 0 0.025 0 0 0 0.0192307692307692 0.0204081632653061 0.0196078431372549 0.0192307692307692 0.027027027027027 0.0192307692307692 0 0.0192307692307692 0.0208333333333333 0.0625 0.0625 0 0 0 0.0333333333333333 0 0.0434782608695652 0 0.0285714285714286 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"We Belong Together" 0 0.0277777777777778 0.0588235294117647 0.0192307692307692 0.0192307692307692 0.0192307692307692 0.0357142857142857 0 0.0192307692307692 0.0285714285714286 0 0 0.125 0.0769230769230769 0.0192307692307692 0 0.0196078431372549 0.0192307692307692 0.027027027027027 0.0192307692307692 0.0454545454545454 0.0192307692307692 0 0 0 0 0.0357142857142857 0 0 0.037037037037037 0 0.0384615384615385 0.0285714285714286 0 0 0.027027027027027 0 0.0833333333333333 0 0.0588235294117647 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0.2 0 0 1
