sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap,date
A-Punk,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,18,Vampire Weekend,Philadelphia,Sep 28,Philadelphia,14000,0,0,Philadelphia,-75.22292829999999,39.9834489,NA,0.52,0.56,"TD Pavilion at the Mann, Philadelphia, PA, USA",0.56,2024-09-28
Cocaine Cowboys,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,19,Other,Philadelphia,Sep 28,Philadelphia,14000,0,0,Philadelphia,-75.22292829999999,39.9834489,NA,0.52,0.56,"TD Pavilion at the Mann, Philadelphia, PA, USA",0.56,2024-09-28
Mary Boone,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,20,Only God Was Above Us,Philadelphia,Sep 28,Philadelphia,14000,0,0,Philadelphia,-75.22292829999999,39.9834489,NA,0.52,0.56,"TD Pavilion at the Mann, Philadelphia, PA, USA",0.56,2024-09-28
Harmony Hall,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,21,Father of the Bride,Philadelphia,Sep 28,Philadelphia,14000,0,0,Philadelphia,-75.22292829999999,39.9834489,NA,0.52,0.56,"TD Pavilion at the Mann, Philadelphia, PA, USA",0.56,2024-09-28
Hope,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,22,Only God Was Above Us,Philadelphia,Sep 28,Philadelphia,14000,0,0,Philadelphia,-75.22292829999999,39.9834489,NA,0.52,0.56,"TD Pavilion at the Mann, Philadelphia, PA, USA",0.56,2024-09-28
Walcott,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,39,Vampire Weekend,Philadelphia,Sep 28,Philadelphia,14000,0,0,Philadelphia,-75.22292829999999,39.9834489,NA,0.52,0.56,"TD Pavilion at the Mann, Philadelphia, PA, USA",0.56,2024-09-28
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"TD Pavilion at the Mann, Philadelphia, PA, USA",Sep,28,2024,Only God Was Above Us,40,Other,Philadelphia,Sep 28,Philadelphia,14000,0,1,Philadelphia,-75.22292829999999,39.9834489,NA,0.52,0.56,"TD Pavilion at the Mann, Philadelphia, PA, USA",0.56,2024-09-28
Cape Cod Kwassa Kwassa,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,1,Vampire Weekend,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Holiday,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,2,Contra,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
I Stand Corrected,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,3,Vampire Weekend,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Ice Cream Piano,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,4,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Classical,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,5,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Connect,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,6,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
White Sky,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,7,Contra,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Unbelievers,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,8,Modern Vampires of the City,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
This Life,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,9,Father of the Bride,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Sunflower,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,10,Father of the Bride,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Sympathy,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,11,Father of the Bride,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
New Dorp. New York,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,12,Other,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Pravda,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,13,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Run,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,14,Contra,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Campus,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,15,Vampire Weekend,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Oxford Comma,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,16,Vampire Weekend,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Capricorn,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,17,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Gen-X Cops,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,18,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Diane Young,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,19,Modern Vampires of the City,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Cousins,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,20,Contra,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
A-Punk,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,21,Vampire Weekend,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
A-Punk,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,22,Vampire Weekend,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Mary Boone,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,23,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Hannah Hunt,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,24,Modern Vampires of the City,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Harmony Hall,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,25,Father of the Bride,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Hope,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,26,Only God Was Above Us,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Walcott,Vampire Weekend,"TD Garden, Boston, MA, USA",Sep,27,2024,Only God Was Above Us,39,Vampire Weekend,Boston,Sep 27,Boston,19600,0,0,Boston,-71.062146,42.366198,NA,0.64,0.56,"TD Garden, Boston, MA, USA",0.56,2024-09-27
Campus,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,1,Vampire Weekend,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Boston (Ladies of Cambridge),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,2,Other,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
One (Blake's Got a New Face),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,3,Vampire Weekend,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Ice Cream Piano,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,4,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Classical,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,5,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Connect,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,6,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
White Sky,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,7,Contra,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Step,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,8,Modern Vampires of the City,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
This Life,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,9,Father of the Bride,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Sympathy,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,10,Father of the Bride,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
New Dorp. New York,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,11,Other,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
The Surfer,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,12,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Unbearably White,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,13,Father of the Bride,Laval,Sep 25,Laval,10000,0,1,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Oxford Comma,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,14,Vampire Weekend,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Capricorn,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,15,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Gen-X Cops,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,16,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Diane Young,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,17,Modern Vampires of the City,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Cousins,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,18,Contra,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
A-Punk,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,19,Vampire Weekend,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Prep-School Gangsters,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,20,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Mary Boone,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,21,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Obvious Bicycle,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,22,Modern Vampires of the City,Laval,Sep 25,Laval,10000,0,1,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Harmony Hall,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,23,Father of the Bride,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Hope,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,24,Only God Was Above Us,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Dangerous Night (The Night Is a Knife),Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,31,Other,Laval,Sep 25,Laval,10000,0,1,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Walcott,Vampire Weekend,"Place Bell, Laval, QC, Canada",Sep,25,2024,Only God Was Above Us,37,Vampire Weekend,Laval,Sep 25,Laval,10000,0,0,Laval,-73.72122949999999,45.556137,NA,0.55,0.56,"Place Bell, Laval, QC, Canada",0.56,2024-09-25
Hold You Now,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,1,Father of the Bride,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Holiday,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,2,Contra,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Bryn,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,3,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Ice Cream Piano,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,4,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Classical,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,5,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Connect,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,6,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Unbelievers,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,7,Modern Vampires of the City,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Cape Cod Kwassa Kwassa,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,8,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
This Life,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,9,Father of the Bride,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Sunflower,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,10,Father of the Bride,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Sympathy,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,11,Father of the Bride,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Pravda,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,12,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Ottoman,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,13,Other,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Giving Up the Gun,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,14,Contra,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Campus,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,15,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Capricorn,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,16,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Gen-X Cops,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,17,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Diane Young,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,18,Modern Vampires of the City,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Cousins,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,19,Contra,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,20,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
A-Punk,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,21,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Prep-School Gangsters,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,22,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Mary Boone,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,23,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Harmony Hall,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,24,Father of the Bride,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Hope,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,25,Only God Was Above Us,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Walcott,Vampire Weekend,"Budweiser Stage, Toronto, ON, Canada",Sep,24,2024,Only God Was Above Us,38,Vampire Weekend,Toronto,Sep 24,Toronto,16000,0,0,Toronto,-79.4152185,43.62927,NA,0.61,0.56,"Budweiser Stage, Toronto, ON, Canada",0.56,2024-09-24
Oxford Comma,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,1,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Cape Cod Kwassa Kwassa,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,2,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Boston (Ladies of Cambridge),Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,3,Other,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Ice Cream Piano,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,4,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Classical,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,5,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Connect,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,6,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
White Sky,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,7,Contra,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
