sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap,date
Unbelievers,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,8,Modern Vampires of the City,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
This Life,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,9,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Sunflower,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,10,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Sympathy,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,11,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
The Surfer,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,12,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Horchata,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,13,Contra,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Capricorn,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,14,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Gen-X Cops,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,15,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Diane Young,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,16,Modern Vampires of the City,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Cousins,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,17,Contra,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
A-Punk,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,18,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Prep-School Gangsters,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,19,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Mary Boone,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,20,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Harmony Hall,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,21,Father of the Bride,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Hope,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,22,Only God Was Above Us,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Walcott,Vampire Weekend,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",Sep,23,2024,Only God Was Above Us,31,Vampire Weekend,Rochester Hills,Sep 23,Rochester Hills,7700,0,0,Rochester Hills,-83.2027282,42.6762008,NA,0.59,0.56,"Meadow Brook Amphitheatre, Rochester Hills, MI, USA",0.56,2024-09-23
Holiday,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,1,Contra,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Cape Cod Kwassa Kwassa,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,2,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
I Stand Corrected,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,3,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Ice Cream Piano,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,4,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Classical,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,5,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Connect,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,6,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
White Sky,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,7,Contra,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Step,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,8,Modern Vampires of the City,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
This Life,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,9,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Sunflower,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,10,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Bambina,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,11,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
The Kids Don't Stand a Chance,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,12,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,1,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Pravda,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,13,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Campus,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,14,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Oxford Comma,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,15,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Capricorn,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,16,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Gen-X Cops,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,17,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Diane Young,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,18,Modern Vampires of the City,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
A-Punk,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,19,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Cocaine Cowboys,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,20,Other,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Mary Boone,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,21,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Harmony Hall,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,22,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Hope,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,23,Only God Was Above Us,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Walcott,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,34,Vampire Weekend,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Flower Moon,Vampire Weekend,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",Sep,21,2024,Only God Was Above Us,35,Father of the Bride,Indianapolis,Sep 21,Indianapolis,6000,0,0,Indianapolis,-86.171933,39.7659212,NA,0.53,0.56,"Everwise Amphitheater at White River State Park, Indianapolis, IN, USA",0.56,2024-09-21
Mansard Roof,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,1,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Campus,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,2,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
One (Blake's Got a New Face),Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,3,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Ice Cream Piano,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,4,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Classical,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,5,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Connect,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,6,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Unbelievers,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,7,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Step,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,8,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
This Life,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,9,Father of the Bride,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Sympathy,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,10,Father of the Bride,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
New Dorp. New York,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,11,Other,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
M79,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,12,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Pravda,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,13,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Capricorn,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,14,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Gen-X Cops,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,15,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Diane Young,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,16,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Cousins,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,17,Contra,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
A-Punk,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,18,Vampire Weekend,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Prep-School Gangsters,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,19,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Mary Boone,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,20,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Hannah Hunt,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,21,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Harmony Hall,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,22,Father of the Bride,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Hope,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,23,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Ya Hey,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,31,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56,2024-09-20
Hold You Now,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,1,Father of the Bride,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56,2024-09-19
Campus,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,2,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56,2024-09-19
Bryn,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,3,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56,2024-09-19
Ice Cream Piano,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,4,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56,2024-09-19
