sets	artist	venue	month	day	year	song_num
Werewolves of London	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	25
Pressure Drop	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	26
Dynamite	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	27
Basket Case	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	28
"Ob-La-Di, Ob-La-Da"	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	29
9 to 5	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	30
Words	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	31
Do You Realize??	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	32
Billie Jean	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	33
Just the Way You Are	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	34
When You Were Mine	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	35
Only Wanna Be With You	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	36
Say It Ain't So	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	37
Right Down the Line	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	38
Blue Monday	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	39
Jump	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	40
Walcott	Vampire Weekend	"Red Hat Amphitheater, Raleigh, NC, USA"	Oct	9	2024	41
Campus	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	2
I Stand Corrected	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	3
Ice Cream Piano	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	4
Classical	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	5
Connect	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	6
White Sky	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	7
Step	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	8
This Life	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	9
Sunflower	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	10
Sympathy	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	11
The Surfer	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	12
Ottoman	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	13
Capricorn	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	14
Gen-X Cops	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	15
Diane Young	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	16
Cousins	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	17
A-Punk	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	18
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	19
Mary Boone	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	20
Hannah Hunt	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	21
Harmony Hall	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	22
Hope	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	23
Who Can It Be Now?	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	24
Glory Days	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	25
Starman	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	26
Ants Marching	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	27
Try a Little Tenderness	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	28
Break Stuff	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	29
HOT TO GO!	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	30
Electric Feel	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	31
Kodachrome	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	32
Walcott	Vampire Weekend	"Live Oak Bank Pavilion, Wilmington, NC, USA"	Oct	8	2024	33
Connect	Vampire Weekend	"The Tonight Show Starring Jimmy Fallon, New York, NY, USA"	Oct	7	2024	1
Hold You Now	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	1
Campus	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	2
Bryn	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	3
Ice Cream Piano	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	4
Classical	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	5
Connect	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	6
Unbelievers	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	8
This Life	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	9
Everlasting Arms	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	10
Sunflower	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	11
M79	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	12
Pravda	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	13
Run	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	14
Diplomat's Son	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	15
Sweet Child o' Mine	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	16
Capricorn	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	17
Cousins	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	18
A-Punk	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	19
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	20
Prep-School Gangsters	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	21
Horchata	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	22
Mary Boone	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	23
Hannah Hunt	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	24
Harmony Hall	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	25
Seinfeld Theme	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	26
Monster Mash	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	27
Santeria	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	28
"Theme From New York, New York"	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	29
Mr. Brightside	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	30
Blitzkrieg Bop	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	31
Burning Down the House	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	32
Wipe Out	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	33
Wuthering Heights	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	34
The Boys Are Back in Town	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	35
Worship You	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	36
Ya Hey	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	6	2024	37
Mansard Roof	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	1
Holiday	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	3
Ice Cream Piano	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	4
Classical	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	5
Connect	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	6
White Sky	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	7
Step	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	8
This Life	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	9
Sympathy	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	10
New Dorp. New York	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	11
The Surfer	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	12
Bambina	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	13
Giving Up the Gun	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	14
Oxford Comma	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	15
Capricorn	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	16
Gen-X Cops	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	17
Diane Young	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	18
A-Punk	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	19
Scenes From an Italian Restaurant	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	20
Mary Boone	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	21
Harmony Hall	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	22
Hope	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	23
This Will Be Our Year	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	24
Dirty Work	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	25
"Sugar, We're Goin Down"	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	26
Don't Stop Believin'	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	27
Jolene	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	28
London Calling	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	29
Karma Chameleon	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	30
Jokerman	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	31
My Life	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	32
Viva la Vida	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	33
I'm Goin' Down	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	34
Walcott	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	35
SNL Closing Theme (A Waltz in A) / Flower Moon	Vampire Weekend	"Madison Square Garden, New York, NY, USA"	Oct	5	2024	36
A-Punk	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	1
Oxford Comma	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	2
Boston (Ladies of Cambridge)	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	3
Step	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	4
Cape Cod Kwassa Kwassa	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	5
Valerie	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	6
Jokerman	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	7
Everyday	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	8
Love Is Strange	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	9
The Kids Don't Stand a Chance	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	10
Unbearably White	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	11
Walcott	Vampire Weekend	"Time Again, New York, NY, USA"	Oct	3	2024	12
Holiday	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	2
Bryn	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	3
Ice Cream Piano	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	4
Classical	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	5
Connect	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	6
White Sky	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	7
Unbelievers	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	8
This Life	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	9
Sunflower	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	10
Sympathy	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	11
New Dorp. New York	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	12
Giving Up the Gun	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	13
Campus	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	14
Capricorn	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	15
Gen-X Cops	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	16
Diane Young	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	17
Cousins	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	18
A-Punk	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	19
Prep-School Gangsters	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	20
Mary Boone	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	21
Harmony Hall	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	22
Hope	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	23
Fly	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	24
Iris	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	25
International Harvester	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	26
Girls Just Want to Have Fun	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	27
Can You Feel the Love Tonight	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	28
In the Aeroplane Over the Sea	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	29
Funkytown	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	30
Fire on the Mountain	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	31
Jeremy	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	32
Here Comes the Sun	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	33
Head Over Heels	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	34
La vie en rose	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	35
Take It Easy	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	36
Worship You	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	37
Ya Hey	Vampire Weekend	"Ting Pavilion, Charlottesville, VA, USA"	Oct	2	2024	38
Mansard Roof	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	1
Oxford Comma	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	2
Boston (Ladies of Cambridge)	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	3
Ice Cream Piano	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	4
Classical	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	5
Connect	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	6
Cape Cod Kwassa Kwassa	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	7
Unbelievers	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	8
This Life	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	9
Sunflower	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	10
M79	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	11
Pravda	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	12
Horchata	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	13
Capricorn	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	14
Gen-X Cops	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	15
Diane Young	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	16
A-Punk	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	17
Mountain Brews	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	18
Prep-School Gangsters	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	19
Mary Boone	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	20
Hannah Hunt	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	21
Harmony Hall	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	22
Hope	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	23
Life Is a Highway	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	24
Waiting Room	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	25
Sister of Pearl	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	26
I Melt With You	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	27
Rich Girl	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	28
Layla	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	29
Californication	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	30
The Boxer	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	31
Hunger Strike	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	32
Bohemian Rhapsody	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	33
Song 2	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	34
Dreams	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	35
New Slang	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	36
Jolene	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	37
Crazy	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	38
Walcott	Vampire Weekend	"The Anthem, Washington, DC, USA"	Oct	1	2024	39
Hold You Now	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	1
Holiday	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	3
Ice Cream Piano	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	4
Classical	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	5
Connect	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	6
White Sky	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	7
Step	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	8
This Life	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	9
Sympathy	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	10
New Dorp. New York	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	11
The Surfer	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	12
How Long?	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	13
Campus	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	14
Oxford Comma	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	15
Capricorn	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	16
Gen-X Cops	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	17
Diane Young	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	18
Cousins	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	19
A-Punk	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	20
Prep-School Gangsters	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	21
Mary Boone	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	22
Harmony Hall	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	23
Hope	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	24
Electric Feel	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	25
Linger	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	26
Margaritaville	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	27
Landslide	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	28
Mountain Brews	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	29
Dude (Looks Like a Lady)	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	30
Fire on the Mountain	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	31
Valerie	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	32
Dancing in the Dark	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	33
She Will Be Loved	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	34
Reptilia	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	35
Life in the Fast Lane	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	36
Desperado	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	37
You Can Call Me Al	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	38
I'm on Fire	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	39
Worship You	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	40
Ya Hey	Vampire Weekend	"The Anthem, Washington, DC, USA"	Sep	30	2024	41
Cousins	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	1
Campus	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	2
Bryn	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	3
Ice Cream Piano	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	4
Classical	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	5
Connect	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	6
Unbelievers	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	7
Step	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	8
This Life	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	9
Sunflower	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	10
M79	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	11
Pravda	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	12
Bambina	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	13
Ottoman	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	14
Capricorn	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	15
Gen-X Cops	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	16
Diane Young	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	17
A-Punk	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	18
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	19
Mary Boone	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	20
Harmony Hall	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	21
Hope	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	22
The Boys of Summer	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	23
Allentown	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	24
Train in Vain	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	25
Everywhere	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	26
Touch of Grey	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	27
Don't Look Back in Anger	Vampire Weekend	"TD Pavilion at the Mann, Philadelphia, PA, USA"	Sep	28	2024	28
