sets	artist	venue	month	day	year	song_num
Diane Young	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	17
Prep-School Gangsters	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	18
Harmony Hall	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	19
Hope	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	20
Mary Boone	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	21
Mr. Brightside	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	22
Do I Wanna Know?	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	23
Dancing in the Dark	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	24
Old Man	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	25
A Message to You Rudy	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	26
Dancing Queen	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	27
Back in Black	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	28
Uncle John's Band	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	29
Worship You	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	30
Ya Hey	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	31
Holiday	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	1
Bryn	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	3
Ice Cream Piano	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	4
Classical	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	5
Connect	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	6
Unbelievers	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	7
Bambina	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	8
Step	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	9
This Life	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	10
Sunflower	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	11
M79	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	12
Flower Moon	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	13
Pravda	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	14
Campus	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	15
Oxford Comma	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	16
Capricorn	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	17
Prep-School Gangsters	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	18
Diane Young	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	19
A-Punk	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	20
Horchata	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	21
Hannah Hunt	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	22
Harmony Hall	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	23
We Belong Together	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	24
Peggy-O	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	25
Mary Boone	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	26
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	27
Walcott	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	16	2024	28
Hold You Now	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	1
Cousins	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	2
I Stand Corrected	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	3
Ice Cream Piano	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	4
Classical	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	5
Connect	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	6
White Sky	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	8
Step	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	9
This Life	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	10
Sympathy	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	11
New Dorp. New York	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	12
The Surfer	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	13
Capricorn	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	14
Gen-X Cops	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	15
Diane Young	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	16
A-Punk	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	17
Prep-School Gangsters	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	18
Mary Boone	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	19
Harmony Hall	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	20
Worship You	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	21
Ya Hey	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	22
Hope	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	23
This Must Be the Place (Naive Melody)	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	24
Boys Don't Cry	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	25
Casey Jones	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	26
I'm Goin' Down	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	27
Song 2	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	28
Everyday	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	29
Peggy Sue	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	30
Buddy Holly	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	31
That Thing You Do	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	32
D'yer Mak'er	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	33
Red Red Wine	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	34
When I Come Around	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	35
Walcott	Vampire Weekend	"William Randolph Hearst Greek Theatre, Berkeley, CA, USA"	Jun	15	2024	36
Holiday	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	1
Cousins	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	2
Boston (Ladies of Cambridge)	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	3
Ice Cream Piano	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	4
Classical	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	5
Connect	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	6
White Sky	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	8
This Life	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	9
Sunflower	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	10
Sympathy	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	11
Ottoman	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	12
The Surfer	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	13
Oxford Comma	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	14
Capricorn	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	15
Gen-X Cops	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	16
Diane Young	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	17
A-Punk	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	18
Prep-School Gangsters	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	19
Mary Boone	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	20
Hannah Hunt	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	21
Harmony Hall	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	22
Hope	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	23
Dangerous Night (The Night Is a Knife)	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	24
Giving Up the Gun	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	25
Peg	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	26
Touch of Grey	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	27
Rock Lobster	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	28
Walcott	Vampire Weekend	"Hollywood Bowl, Los Angeles, CA, USA"	Jun	12	2024	29
Hold You Now	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	1
Mansard Roof	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	2
The Kids Don't Stand a Chance	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	3
Ice Cream Piano	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	4
Classical	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	5
Capricorn	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	6
Connect	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	8
Step	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	9
This Life	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	10
Sunflower	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	11
Sympathy	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	12
Pravda	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	13
Oxford Comma	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	14
Gen-X Cops	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	15
Diane Young	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	16
Cousins	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	17
A-Punk	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	18
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	19
Mary Boone	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	20
Obvious Bicycle	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	21
Harmony Hall	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	22
Worship You	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	23
Ya Hey	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	24
Hope	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	25
Jack & Diane	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	26
Just Like Heaven	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	27
Walcott	Vampire Weekend	"Cal Coast Credit Union Amphitheater, San Diego, CA, USA"	Jun	10	2024	28
Holiday	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	1
One (Blake's Got a New Face)	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	2
Bambina	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	3
Bryn	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	4
Ice Cream Piano	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	5
Classical	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	6
Capricorn	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	7
Connect	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	8
White Sky	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	9
Unbelievers	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	10
This Life	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	11
Sunflower	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	12
Sympathy	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	13
New Dorp. New York	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	14
Gen-X Cops	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	15
Diane Young	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	16
Cousins	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	17
A-Punk	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	18
Prep-School Gangsters	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	19
Mary Boone	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	20
Hannah Hunt	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	21
Harmony Hall	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	22
Hope	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	23
Cumberland Blues	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	24
Fast Car	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	25
Hold Up	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	26
Whole Lotta Love	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	27
Better Man	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	28
Reptilia	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	29
Bennie and the Jets	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	30
Walcott	Vampire Weekend	"Arizona Financial Theatre, Phoenix, AZ, USA"	Jun	9	2024	31
Hold You Now	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	1
Mansard Roof	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	2
Cousins	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	3
Ice Cream Piano	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	4
Classical	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	5
Capricorn	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	6
Connect	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	8
Step	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	9
This Life	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	10
Sunflower	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	11
M79	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	12
The Surfer	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	13
Sympathy	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	14
Campus	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	15
Oxford Comma	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	16
Gen-X Cops	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	17
Diane Young	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	18
A-Punk	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	19
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	20
Mary Boone	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	21
Harmony Hall	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	22
Hope	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	23
Once in a Lifetime	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	24
Seven Nation Army	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	25
Tonight	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	26
Pizza Party	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	27
Sex on Fire	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	28
Hold Up	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	29
Piano Man	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	30
Walcott	Vampire Weekend	"The Pavilion at Toyota Music Factory, Irving, TX, USA"	Jun	7	2024	31
Mansard Roof	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	1
Holiday	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	2
Ice Cream Piano	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	3
Classical	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	4
Capricorn	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	5
Connect	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	6
Prep-School Gangsters	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	7
White Sky	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	8
Unbelievers	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	9
This Life	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	10
Sunflower	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	11
Unbearably White	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	12
Pravda	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	13
Flower Moon	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	14
Campus	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	15
Oxford Comma	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	16
Gen-X Cops	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	17
Diane Young	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	18
Cousins	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	19
A-Punk	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	20
Mary Boone	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	21
Hannah Hunt	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	22
Harmony Hall	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	23
Hope	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	24
Pizza Party	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	25
1901	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	26
Don't Dream It's Over	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	27
Wonderwall	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	28
Walcott	Vampire Weekend	"713 Music Hall, Houston, TX, USA"	Jun	6	2024	29
White Sky	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	1
Holiday	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	2
Classical	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	3
Unbelievers	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	4
Connect	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	5
Cape Cod Kwassa Kwassa	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	6
Capricorn	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	7
Sympathy	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	8
New Dorp. New York	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	9
Campus	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	10
Oxford Comma	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	11
This Life	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	12
Gen-X Cops	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	13
Diane Young	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	14
Cousins	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	15
A-Punk	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	16
Harmony Hall	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	17
Worship You	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	18
Ya Hey	Vampire Weekend	"Parc del Fòrum, Barcelona, Spain"	May	30	2024	19
Gen-X Cops	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	1
Holiday	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	2
Unbelievers	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	3
Cape Cod Kwassa Kwassa	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	4
Classical	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	5
White Sky	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	6
Capricorn	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	7
This Life	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	8
Diane Young	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	9
Cousins	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	10
A-Punk	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	11
Campus	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	12
Oxford Comma	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	13
Harmony Hall	Vampire Weekend	"Stockwood Park, Luton, England"	May	26	2024	14
Gen-X Cops	Vampire Weekend	"Saturday Night Live, New York, NY, USA"	May	11	2024	1
